Delhi metro fare : 1st query,Prerna,Ojasvi,Urvi,Himanshu,Final Relevance,,Prerna ,Ojasvi ,Urvi,Himanshu,Final Rank 
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
DMRC recruitment : 9th query,,,,,,,,,,,
,,,,,,,,,,,
http://www.delhimetrorail.com/career.aspx,1,1,1,1,1,,2,10,1,1,1
http://recruitmentresult.com/dmrc-recruitment/,1,1,1,1,1,,1,9,2,3,2
https://www.fresherslive.com/dmrc-delhi-metro-rail-corporation-recruitment,1,1,1,1,1,,3,8,3,2,3
https://finance.yahoo.com/quote/DMRC,0,0,0,0,0,,4,7,4,4,4
http://finance.yahoo.com/q?s=DMRC,0,0,0,0,0,,5,6,5,5,5
http://money.cnn.com/quote/quote.html?symb=DMRC,0,0,1,0,0,,6,5,6,6,6
http://www.baidu.com/link?url=jojpVHWeqNi0t8BIy3JeETKE585FG3y9Yw1I6HBeMYRBnKjZvqnHQeqAgDdAUY1A-bd_7mK_BoDieBAtFtHnrfkU4GNV0DFrdn3HCEK36dmZhJXC1fh0V_ZgI_o16CBILQPZgzU-wX2436E_R7K6LkLy-oukG231Bsppc5M-dsK2bZX6bYEIwS8AfeY7mEm_AjgN_oKF9Hg1aoV1Nlwl_q,0,0,0,0,0,,7,4,7,7,7
http://www.thehindu.com/news/cities/Delhi/dmrc-told-to-pay-reliance-3500-crore/article22954160.ece,0,0,0,0,0,,8,3,8,8,8
https://www.hindustantimes.com/india-news/dmrc-withdraws-from-two-light-metro-project-in-kerala-cites-govt-s-lack-of-interest/story-LqzzyI5CfajuPyXKHd8a7K.html,0,0,0,0,0,,9,2,9,9,9
http://www.baidu.com/link?url=3m2II0a5QU_oIC3C14Igiapl-nwgQ7maG2BkaHiRpMMdfwEfgYwOpM_nrpyJTqvRGgtwdOWH7VQgEcH1srfz3ju7b-ETAjhw8jmpru-2omtyN60EYPC7jlioMWXbnP1rTh2QCbTWC8gl1ATe0Pw_Nq,0,0,0,0,0,,10,1,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,1,1,1,,,,,,
"1,3",1,1,1,1,1,,,,,,
"1,4",1,1,1,1,1,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",1,1,1,1,1,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",1,1,1,1,1,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",1,1,1,1,1,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
accidents in DELHI METRO : 10th query,,,,,,,,,,,
,,,,,,,,,,,
https://www.ndtv.com/topic/metro-accident,1,1,1,1,1,,4,3,2,3,3
https://www.ndtv.com/topic/delhi-metro-accident,1,1,1,1,1,,1,1,1,1,1
http://www.dailymotion.com/video/x17z4po,0,1,1,1,1,,2,2,3,2,2
http://indianexpress.com/about/delhi-metro-accident/,1,1,1,1,1,,3,4,4,6,4
https://timesofindia.indiatimes.com/topic/delhi-metro-accident,1,1,0,1,1,,5,5,5,4,5
http://www.news18.com/newstopics/delhi-metro-accident.html,1,1,1,0,1,,9,6,6,5,6
https://en.wikipedia.org/wiki/Aviation_accidents_and_incidents,0,0,0,0,0,,7,7,8,7,7
https://en.wikipedia.org/wiki/Delhi_Metro,0,0,0,0,0,,8,8,7,8,8
http://www.baidu.com/link?url=LwDDbPDGZmJFT4b-KNxLcva7LJKLGwDvA5WzIttSiWBOGxcTjeNf9GiBdcx_rJQit-N4lZIqf-kCb_dRZD3arRfnCYjlTvakqsQXC-C0No_,0,0,1,0,0,,6,9,9,9,9
http://www.thehindu.com/sunday-anchor/impact-of-public-transport-on-delhi/article7043716.ece,1,0,0,0,0,,10,10,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,1,1,1,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",1,1,1,1,1,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",1,1,1,1,1,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",1,1,1,1,1,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
How to get admission in IIIT- Delhi : 11th query,Prerna,Ojasvi,Urvi,Himanshu,,,Prerna ,Ojasvi ,Urvi,Himanshu,
,,,,,,,,,,,
https://www.quora.com/How-do-I-get-an-admission-into-IIIT-Delhi,1,1,1,1,1,,1,10,2,2,2
https://www.iiitd.ac.in/admission,1,1,1,1,1,,2,9,1,3,1
http://recruitmentresult.com/iiit-delhi-admission/,1,1,1,1,1,,3,8,4,4,4
https://www.iiitd.ac.in/admission/btech/2017,1,1,1,1,1,,4,7,3,1,3
https://engineering.careers360.com/articles/iiit-hyderabad-btech-admission,0,0,0,0,0,,6,6,5,6,6
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,0,1,1,0,1,,5,5,6,5,5
https://www.amazon.com/How-Why-Anything-Means-Everything/dp/1118106377,0,0,0,0,0,,7,4,7,8,7
https://www.merriam-webster.com/dictionary/how,0,0,0,0,0,,8,3,8,7,8
https://www.howstuffworks.com/,0,0,1,0,0,,9,2,10,9,9
https://www.wikihow.com/Main-Page,0,0,0,0,0,,10,1,9,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",1,1,1,1,1,,,,,,
"1,4",1,1,1,1,1,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",1,1,1,1,1,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",1,1,1,1,1,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
route to IIIT-D : 12th query,,,,,,,,,,,
,,,,,,,,,,,
https://www.quora.com/How-do-I-reach-IIIT-Delhi-from-Delhi-Airport,1,1,1,1,1,,1,10,1,1,1
https://www.iiitd.ac.in/admission/phd/apr2017,0,0,0,0,0,,3,9,2,3,3
http://www.indiaeducation.net/iiit/delhi/contacts.aspx,1,1,1,1,1,,5,8,5,5,5
https://www.iiitd.ac.in/admission/phd/2012/procedure,0,0,0,0,0,,2,7,3,2,2
http://www.crackthemba.com/directions/,1,1,1,1,1,,4,6,4,4,4
https://www.merriam-webster.com/dictionary/route,0,0,0,0,0,,6,5,6,7,6
https://www.merriam-webster.com/thesaurus/route,0,0,0,0,0,,7,4,7,8,7
http://www.thesaurus.com/browse/route,0,0,0,0,0,,8,3,8,8,8
https://en.wikipedia.org/wiki/Ghaziabad,_Uttar_Pradesh,0,0,0,0,0,,9,2,9,9,9
http://www.dictionary.com/browse/route,0,0,0,0,0,,10,1,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,1,1,1,,,,,,
"1,3",1,1,1,1,1,,,,,,
"1,4",1,1,1,1,1,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",1,1,1,1,1,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",0,0,0,0,0,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",1,1,1,1,1,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
IIIT Delhi cutoff : 13th query,,,,,,,,,,,
,,,,,,,,,,,
https://www.iiitd.ac.in/,1,1,1,0,1,,1,10,1,3,1
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,0,1,1,1,1,,3,9,2,2,2
https://engineering.careers360.com/articles/iiit-delhi-mtech-2016-cutoff,1,1,0,1,1,,5,8,5,5,5
https://cutoffs.aglasem.com/45,1,1,1,1,1,,2,7,3,1,3
https://engineering.careers360.com/articles/iiit-delhi-mtech-2015-cutoff,1,1,1,1,1,,6,6,7,6,6
https://admission.aglasem.com/iiit-delhi-cut-off-btech/,1,1,1,0,1,,4,5,4,4,4
http://www.baidu.com/link?url=GOAueA5ld_wrjBvyKqy0ti6T8gc1,1,1,1,1,1,,7,4,6,7,7
http://www.baidu.com/link?url=MD9WqaOwSydUkPIFvYFPWP7eKNAm_bjKE8GP-vdrMWSI7tGQPAin2hZhzwJfECs5jJDg_cvFPatEaWLIZpcgn_,0,0,0,0,0,,9,3,10,10,10
http://engistan.com/cutoffs/gatecutoff/iiit-delhi-gate-2014-cut-off-score-m-tech/,0,1,1,9,1,,8,2,8,9,8
http://www.baidu.com/link?url=bb0mQ0kLLrLlNj_i3j6-trzX1xQlx-OaV240-nLky1KjfBJOyg_sG78Pr7wNu8lX,0,0,0,0,0,,10,1,9,8,9
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",0,0,0,0,0,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",0,0,0,0,0,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",0,0,0,0,0,,,,,,
"5,9",0,0,0,0,0,,,,,,
"5,10",0,0,0,0,0,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",0,0,0,0,0,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",0,0,0,0,0,,,,,,
"7,8",0,0,0,0,0,,,,,,
"7,9",0,0,0,0,0,,,,,,
"7,10",0,0,0,0,0,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
Research opportunities at IIITD : 14th query,,,,,,,,,,,
,,,,,,,,,,,
https://www.quora.com/What-is-your-review-of-Indraprastha-Institute-of-Information-Technology-Delhi,1,1,1,1,1,,3,10,3,2,3
http://precog.iiitd.edu.in/openings/,1,1,1,1,1,,1,9,2,3,2
https://www.iiitd.ac.in/research/rsnews,1,1,1,1,1,,2,8,1,1,1
https://www.quora.com/topic/Indraprastha-Institute-of-Information-Technology-Delhi-IIIT-Delhi,0,1,1,1,1,,2,7,5,2,2
https://engineering.careers360.com/colleges/indraprastha-institute-of-information-technology-delhi,1,1,1,0,1,,5,6,2,5,5
https://iiitd.ac.in/careers/staff&sa=U&ved=0ahUKEwiYk9aN1JPaAhXLKY8KHRkiBisQFgg_MAg&usg=AOvVaw1IqBrBQ1QOMDWW3ovPUYDh,1,1,1,1,1,,8,5,8,10,8
https://iiitd.ac.in/research&sa=U&ved=0ahUKEwiYk9aN1JPaAhXLKY8KHRkiBisQFggYMAE&usg=AOvVaw05TqJr9P10CBxzUVQFjkk2,1,1,0,1,1,,9,4,9,9,9
http://www.srmuniv.ac.in/research-opportunities-details/10722,1,0,0,0,0,,10,3,7,8,10
http://faculty.iiitd.ac.in/~bagler/opp/internships.html,1,1,1,1,1,,7,2,6,6,6
https://www.quora.com/How-good-are-DTU-BITS-NSIT-and-IIIT-Delhi-as-compared-to-each-other-in-terms-of-placements-and-research-opportunities,1,1,1,1,1,,6,1,10,7,7
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,1,1,1,,,,,,
"1,3",1,1,1,1,1,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",1,1,1,1,1,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",0,0,0,0,0,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",0,0,0,0,0,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",0,0,0,0,0,,,,,,
"4,6",0,0,0,0,0,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",0,0,0,0,0,,,,,,
"5,9",0,0,0,0,0,,,,,,
"5,10",0,0,0,0,0,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",0,0,0,0,0,,,,,,
"9,10",0,0,0,0,0,,,,,,
,,,,,,,,,,,
courses available at IIITD,,,,,,,,,,,
,,,,,,,,,,,
https://www.shiksha.com/university/indraprastha-institute-of-information-technology-delhi-32722,1,1,1,1,1,,1,10,1,1,1
https://iiitd.ac.in/academics/courses/online,1,1,1,1,1,,2,9,2,2,2
https://iiitd.ac.in/academics/courses/institute,1,1,1,1,1,,6,8,6,3,6
https://old.iiitd.ac.in/education/courses,1,1,1,1,1,,4,7,3,6,3
https://institutes.aglasem.com/tag/iiitd/,1,1,1,1,1,,3,6,5,4,4
https://institutes.aglasem.com/iiitd-courses/,1,1,1,0,1,,5,5,4,5,5
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,0,1,1,1,1,,7,4,7,7,7
https://en.wikipedia.org/wiki/Course_(education),0,0,0,0,0,,8,3,8,8,8
https://ocw.mit.edu/courses/,0,0,0,0,0,,9,2,9,9,9
http://www.baidu.com/link?url=k722llhjYggvj9-2zlNMgRfTwyThSrcabtgSPh91i9TQqVWxLjOKgFmrgUrwstyT,0,0,0,0,0,,10,1,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",0,0,0,0,0,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",0,0,0,0,0,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",0,0,0,0,0,,,,,,
"5,9",0,0,0,0,0,,,,,,
"5,10",0,0,0,0,0,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",0,0,0,0,0,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",0,0,0,0,0,,,,,,
"7,8",0,0,0,0,0,,,,,,
"7,9",0,0,0,0,0,,,,,,
"7,10",0,0,0,0,0,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
IIITD faculty,,,,,,,,,,,
,,,,,,,,,,,
https://www.iiit.ac.in/people/faculty/,1,1,1,1,1,,1,10,1,1,1
https://www.iiitd.ac.in/people/faculty,1,1,1,1,1,,3,9,2,2,2
https://www.iiitd.ac.in/,1,1,1,1,1,,2,8,3,4,3
http://crypto.iiitd.edu.in/faculty.html,1,1,1,1,1,,4,7,4,3,4
https://twitter.com/IIITDelhi,1,1,1,1,1,,5,6,5,5,5
https://en.wikipedia.org/wiki/Indraprastha_Institute_of_Information_Technology_Delhi,1,1,0,1,1,,6,5,6,6,6
https://www.facebook.com/IIITDelhi,0,0,0,0,0,,8,4,8,8,8
http://www.baidu.com/link?url=eBViX_lji9bbcLMxlnPz-8FOZEvJjpD3SiFGFBtcBy8raRu089etfw894fmBk6iDAbm8MWyZ_iWLv5lEx1NxmeNmxRjxnHjs_5z4aSxl-yVZNy1WHexHa7r8Jxp_2z1O9hvm7R0Z5wxKrHBvEYqCehz4Ak8q93Hc-2R5fhzWQLa,0,0,0,0,0,,9,3,9,10,9
http://www.baidu.com/link?url=StaifEixfxTRflt-msWwzWKBDx5LgegGZ8FAoOIpgvMVuHhScpqsxWQMCPoEE-sSvfGwt1ajjcAx8EqqI2X6ciiZ4P82F0_YVjpMZLrtpAwPTw81t24ZndBaOqL8T7DaO04P3W9iVt6wS0Wxrwrf2Qy811IpqU3lYY3UcLtOs0uXnOhfnoQCYUUX2NisYLAtPav0rb0e2-CSf7Nd5Xhgfa,1,1,1,0,1,,7,2,7,7,7
http://www.baidu.com/link?url=Z3l9az0QBNqTJGYmmJuNJUPiGsYuNoGETvS_xekGgMawr-WL7ukuGRWbxk6qvktn,0,0,0,0,0,,10,1,10,9,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",0,0,0,0,0,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",0,0,0,0,0,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",0,0,0,0,0,,,,,,
"4,6",0,0,0,0,0,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",0,0,0,0,0,,,,,,
"5,9",0,0,0,0,0,,,,,,
"5,10",0,0,0,0,0,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",0,0,0,0,0,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",0,0,0,0,0,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",0,0,0,0,0,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",0,0,0,0,0,,,,,,
"9,10",0,0,0,0,0,,,,,,
,,,,,,,,,,,
placements at IIITD,,,,,,,,,,,
,,,,,,,,,,,
https://www.iiitd.ac.in/placement,1,1,1,1,1,,1,10,1,1,1
https://www.quora.com/Indraprastha-Institute-of-Information-Technology-Delhi-What-makes-low-placements-at-IIIT-Delhi,1,1,1,1,1,,2,9,3,2,2
https://www.quora.com/How-are-the-placements-at-IIITD,1,1,1,1,1,,3,8,2,4,3
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,1,1,1,1,1,,4,7,4,3,4
https://www.quora.com/in/How-are-the-placements-at-IIITD&sa=U&ved=0ahUKEwi2raiaxOPZAhVFl5QKHYqqBikQFggjMAM&usg=AOvVaw366ir0owAJKM9x_1p_7dri,1,1,1,1,1,,5,6,5,5,5
http://www.baidu.com/link?url=bNbfEqkp1vuRAmtzbqAiw0H9xeHjks-ZIz_mlHo0v73WVSj2Xszs7C6so8g3JtFkv5-xq_IQ3A6mFjsUAc8Qv_,0,0,0,0,0,,10,5,9,9,9
